wl,wing,face
580.303,14.06,85.11968
580.645,14.84,84.184
580.986,15.37,84.76064
581.328,16.48,87.39904
581.67,15.55,84.09152
582.012,15.98,82.9328
582.354,14.93,85.4624
582.696,15.98,86.38176
583.037,15.74,84.11328
583.379,15.7,87.09984
583.72,15.01,85.52224
584.062,15.87,83.48768
584.403,14.81,84.33632
584.745,15.52,85.73984
585.086,17.7,86.02816
585.428,15.16,86.02272
585.769,15.94,87.02368
586.11,16.17,86.39264
586.452,16.55,84.67904
586.793,17.05,88.8352
587.134,15.53,88.9984
587.475,15.6,86.18592
587.816,17.2,87.06176
588.157,15.88,86.99104
588.498,16.15,86.47424
588.839,18.13,87.91584
589.18,17.17,85.6256
589.521,17.06,87.02368
589.861,16.9,86.18592
590.202,16.19,87.42624
590.543,16.64,87.84512
590.883,17.71,84.77152
591.224,16.57,85.35904
591.565,16.49,87.72
591.905,15.92,86.98016
592.246,16.51,85.60384
592.586,18.43,83.48224
592.926,18.43,84.70624
593.267,17.05,86.21312
593.607,17.94,85.4352
593.947,17.68,85.42976
594.288,17.66,86.55584
594.628,17.57,86.33824
594.968,18.35,88.02464
595.308,16.83,87.4208
595.648,16.72,87.81792
595.988,18.49,88.97664
596.328,18.28,88.82976
596.668,18.04,87.55136
597.008,17.22,87.95936
597.347,18.18,87.18144
597.687,18.32,87.07264
598.027,17.85,86.904
598.366,17.4,83.86848
598.706,16.99,83.06336
599.046,18.73,85.78336
599.385,19.06,82.8512
599.725,18.88,83.17216
600.064,19.58,84.88032
600.404,18.01,87.86144
600.743,18.55,84.80416
601.082,17.67,87.21408
601.421,19.16,86.904
601.761,18.59,86.74624
602.1,18.18,85.75072
602.439,19.54,87.40992
602.778,19.08,85.39712
603.117,19.14,86.36544
603.456,18.74,87.86144
603.795,21.33,87.24128
604.134,18.57,88.44352
604.473,20.37,86.70272
604.812,19.96,89.52064
605.15,19.61,87.75264
605.489,19.24,85.85952
605.828,19.5,85.82688
606.166,18.64,84.70624
606.505,18.61,82.93824
606.843,18.61,83.4224
607.182,19.89,84.76064
607.52,19.44,84.00992
607.859,18.23,85.31008
608.197,19.85,87.3664
608.535,20.61,84.49408
608.874,19.84,87.02912
609.212,20.55,87.70368
609.55,21.21,85.9792
609.888,21.21,87.2576
610.226,20.13,86.84416
610.564,20.71,84.6736
610.902,18.95,85.2992
611.24,20.26,85.03264
611.578,20.08,84.4832
611.916,19.31,81.71968
612.254,19.47,86.34368
612.592,20.46,84.45056
612.929,19.69,84.2656
613.267,22.69,84.46688
613.605,20.43,85.21216
613.942,18.93,83.97184
614.28,21.17,84.1296
614.617,21.46,85.01088
614.955,22.74,87.14336
615.292,20.08,83.0144
615.63,21.65,85.53312
615.967,21.32,87.65472
616.304,23.15,86.16416
616.641,22.03,86.26208
616.978,21.91,82.84576
617.316,21.79,88.11712
617.653,22.46,86.18048
617.99,22.52,86.31648
618.327,22.41,87.97568
618.664,20.49,85.67456
619.001,23.15,87.68192
619.337,21.84,84.4288
619.674,22.35,84.6736
620.011,23.08,85.21216
620.348,21.35,84.74976
620.684,22.58,82.75872
621.021,20.98,85.19584
621.358,22.72,83.44416
621.694,21.55,88.0464
622.031,24.29,85.75072
622.367,23.69,83.97728
622.703,23.66,85.09792
623.04,25.52,86.3056
623.376,24.44,87.92672
623.712,23.63,85.65824
624.049,23.91,84.18944
624.385,22.96,86.47968
624.721,23.42,86.54496
625.057,24.48,88.7264
625.393,23.6,85.68
625.729,22.87,82.78592
626.065,26.23,86.68096
626.401,24.12,86.73536
626.737,25.9,87.2304
627.072,24.88,85.52224
627.408,26.39,84.52672
627.744,23.93,83.2048
628.08,24.73,80.25088
628.415,23.03,86.70272
628.751,24.32,83.1776
629.086,23.59,83.68352
629.422,25.44,83.11776
629.757,25.1,86.16416
630.093,26.07,84.49952
630.428,23.17,83.78144
630.763,23.53,83.00896
631.098,26.02,86.89856
631.434,24.23,83.93376
631.769,24.23,84.90208
632.104,24.81,83.84128
632.439,23.94,82.5792
632.774,24.91,82.50848
633.109,24.53,87.55136
633.444,24.27,84.46144
633.779,25.99,86.59392
634.114,25.2,85.34272
634.448,27.88,86.7136
634.783,27.1,84.10784
635.118,24.84,83.97184
635.453,27.55,84.55392
635.787,25.11,84.43424
636.122,25.91,83.5584
636.456,25.43,85.64736
636.791,25.49,82.09504
637.125,26,84.20576
637.459,24.91,88.54144
637.794,25.29,84.23296
638.128,26.45,82.06784
638.462,26.62,83.35712
638.796,26.96,87.29024
639.131,26.18,85.99008
639.465,25.14,83.776
639.799,28.07,85.7616
640.133,27.35,84.33632
640.467,26.55,83.97728
640.801,27.59,84.55392
641.134,24.73,86.496
641.468,24.75,84.36896
641.802,26.51,87.61664
642.136,27.72,84.35808
642.469,27.04,85.50592
642.803,29.98,85.69632
643.137,26.14,85.56576
643.47,27.39,86.6592
643.804,29.54,85.07616
644.137,29.93,84.30912
644.471,25.12,85.4896
644.804,25.67,84.592
645.137,29.43,83.98816
645.47,28.19,86.01184
645.804,28.07,86.4688
646.137,26.77,83.67808
646.47,29.21,85.6256
646.803,27.03,86.54496
647.136,29.7,87.4208
647.469,28.42,85.8432
647.802,28.12,85.30464
648.135,28.22,84.184
648.468,28.98,87.8016
648.8,29.93,84.33088
649.133,30.35,84.74976
649.466,30.74,86.4688
649.798,30.54,86.17504
650.131,28.85,83.6672
650.464,30.43,85.4896
650.796,29.5,85.75616
651.129,30.45,83.19392
651.461,29.72,85.95744
651.793,29.43,83.32992
652.126,28.99,85.47872
652.458,27.32,85.31008
652.79,31.81,82.96544
653.122,28.84,84.48864
653.455,30.43,84.88576
653.787,32.09,83.40608
654.119,26.86,88.33472
654.451,27.71,81.74144
654.783,30.18,88.13888
655.114,28.66,83.30272
655.446,27.78,82.21472
655.778,29.16,88.48704
656.11,29.21,84.30912
656.442,30.06,84.76064
656.773,27.42,86.62112
657.105,30.2,87.32288
657.436,28.65,86.36
657.768,28.51,86.66464
658.099,29.63,85.91392
658.431,27.16,82.59008
658.762,30.39,85.13056
659.094,29.54,84.32
659.425,29.08,89.81984
659.756,30.71,86.28384
660.087,31.63,85.07072
660.418,29.93,87.87776
660.75,27.08,86.27296
661.081,28.54,83.0688
661.412,28.8,83.80864
661.743,27.39,82.70432
662.074,32.05,83.2864
662.404,30.95,82.21472
662.735,28.29,81.81216
663.066,29.82,82.12224
663.397,30.33,82.144
663.727,28.39,84.92384
664.058,32.38,84.11328
664.389,30.67,82.10048
664.719,27.68,81.69248
665.05,30.86,80.85472
665.38,27.39,83.00896
665.71,31.87,86.39264
666.041,30.26,86.20224
666.371,32.54,83.93376
666.701,30.11,85.64736
667.031,30.16,81.61088
667.362,28.48,84.7824
667.692,30.95,87.4208
668.022,30.62,82.24192
668.352,30.55,82.552
668.682,32.91,85.5712
669.012,30.17,88.47616
669.342,25.99,87.67104
669.671,30.07,85.4896
670.001,32.09,85.08704
670.331,32.53,86.54496
670.661,29.8,83.11232
670.99,32.81,83.52032
671.32,30.51,84.23296
671.649,33.41,80.87104
671.979,32.77,83.03072
672.308,31.72,85.45696
672.638,29.89,82.50304
672.967,33.21,87.02912
673.296,31.08,83.10144
673.626,32.59,85.99552
673.955,31.13,87.1488
674.284,33.47,85.69632
674.613,33.53,82.688
674.942,33.87,86.66464
675.271,33.33,86.04992
675.6,32.17,85.06528
675.929,30.29,83.26464
676.258,32.8,84.68992
676.587,30.13,84.62464
676.915,32.27,85.6528
677.244,33.08,83.42784
677.573,31.03,81.29536
677.901,31.92,83.32448
678.23,32.99,85.39168
678.559,33.97,84.2384
678.887,32.66,84.43968
679.216,31.21,85.7072
679.544,32.66,81.89376
679.872,32.34,86.22944
680.201,32.19,85.6528
680.529,32.64,84.01536
680.857,30.67,84.39616
681.185,31.63,82.2256
681.513,30.3,85.85408
681.841,32.24,84.35808
682.169,29.97,86.904
682.497,28.22,85.75616
682.825,28.98,87.02368
683.153,31.86,83.92288
683.481,29.93,82.35072
683.809,32.53,78.05856
684.136,31.37,86.83872
684.464,33.1,85.26112
684.792,30.44,80.21824
685.119,31.48,85.01088
685.447,34.37,85.44608
685.774,29.41,85.77792
686.102,30.4,82.91104
686.429,31.06,84.63552
686.756,34.47,87.87232
687.084,33.55,86.20768
687.411,31.09,85.15776
687.738,33.78,84.95648
688.065,32.56,85.74528
688.392,29.06,84.06432
688.719,31.5,83.27552
689.046,34.03,87.64384
689.373,30.24,85.408
689.7,34.85,83.93376
690.027,33.79,80.03328
690.354,31.99,82.3616
690.681,29.94,85.76704
691.007,32.54,85.60384
691.334,33.6,84.65728
691.661,33.81,83.24832
691.987,33,79.97344
692.314,30.33,83.50944
692.64,31.86,82.72064
692.967,30.26,86.768
693.293,32.81,84.50496
693.619,32.53,80.56096
693.946,30.76,82.93824
694.272,30.97,84.40704
694.598,31.89,78.80928
694.924,31.51,88.05184
695.25,34.88,84.30368
695.576,35.04,88.40544
695.902,30.88,85.7888
696.228,30.04,84.68992
696.554,33.05,82.1168
696.88,31.22,83.00352
697.206,35.69,83.77056
697.531,33.04,84.72256
697.857,31.19,84.46144
698.183,31.66,85.30464
698.508,34.83,87.78528
698.834,31.68,86.16416
699.159,32.63,86.24032
699.485,33.25,82.62816
699.81,30.52,87.2848
700.136,32.88,84.27648
700.461,34.69,81.07776
700.786,31.74,81.77952
701.111,31.82,79.1248
701.437,30.72,84.52128
701.762,28.43,81.85568
702.087,31.8,84.45056
702.412,30.26,80.64256
702.737,32.91,81.464
703.062,34.72,80.78944
703.387,33.14,83.6944
703.711,31.27,80.30528
704.036,30.88,84.70624
704.361,31.31,80.82752
704.686,34.74,78.28704
705.01,29.63,79.97888
705.335,32.27,82.4976
705.659,28.34,86.22944
705.984,31.21,84.31456
706.308,29.58,83.29184
706.633,33.33,79.35872
706.957,30.66,83.86304
707.281,31.78,82.7424
707.605,29.76,82.99808
707.93,32.06,85.59296
708.254,32.96,82.22016
708.578,32.07,82.54656
708.902,27.32,85.9792
709.226,35.98,85.816
709.55,31.59,83.2048
709.874,35.05,82.37248
710.198,31.28,81.20832
710.521,33.95,86.18048
710.845,30.55,84.06432
711.169,36.99,81.39328
711.492,30.88,86.74624
711.816,28.95,79.5328
712.14,32.33,83.60192
712.463,32.19,83.67808
712.787,31.41,82.90016
713.11,35.3,84.03712
713.433,36.74,84.184
713.757,32.2,82.4704
714.08,35.11,83.69984
714.403,30.78,80.92
714.726,32.49,86.63744
715.049,31.91,82.824
715.372,33.98,85.22848
715.695,32.76,81.65984
716.018,31.31,85.8976
716.341,29.96,83.15584
716.664,31.95,82.5792
716.987,32.94,84.6192
717.31,31.53,81.33344
717.632,34.22,79.44032
717.955,32.37,80.29984
718.278,29.47,83.86304
718.6,31.43,84.456
718.923,31.75,81.88832
719.245,30.3,79.13568
719.568,35.3,83.26464
719.89,31.7,82.78592
720.212,28.19,84.22208
720.535,36.43,81.2464
720.857,37.24,83.18304
721.179,35.96,83.90656
721.501,29.43,78.08032
721.823,34.84,83.1776
722.145,30.27,78.33056
722.467,30.87,88.0736
722.789,28.5,81.12128
723.111,23.9,83.74336
723.433,25.55,83.72704
723.755,27.83,88.00288
724.076,27.8,84.30368
724.398,29,81.736
724.72,33.72,86.53952
725.041,28.61,87.992
725.363,35.93,85.01632
725.684,39.13,86.07168
726.006,37.38,83.83584
726.327,36.78,85.42432
726.648,29.9,83.35168
726.97,29.34,87.63296
727.291,34.41,84.71168
727.612,30.44,85.28288
727.933,31.22,80.02784
728.254,29.52,79.47296
728.575,33.1,83.12864
728.896,29.37,86.58304
729.217,33.95,85.14144
729.538,30.98,81.5184
729.859,27.19,82.3616
730.18,29.97,83.11776
730.501,34.84,80.4576
730.821,30.31,80.7296
731.142,31.62,85.15232
731.462,33.17,82.8784
731.783,27.98,80.09312
732.103,30.1,84.6464
732.424,30.27,82.91104
732.744,29.08,79.424
733.065,25.01,83.57472
733.385,31.16,85
733.705,29.11,82.9056
734.025,27.77,82.91648
734.345,29.4,82.88384
734.666,28.56,81.91552
734.986,29.49,79.43488
735.306,27.28,82.59008
735.626,31.41,81.45312
735.945,29.87,81.06688
736.265,31.76,80.96896
736.585,30.85,79.24448
736.905,32.92,81.04512
737.224,27.02,83.19936
737.544,25.33,84.00448
737.864,27.5,78.24896
738.183,34.9,89.99392
738.503,33.2,87.94848
738.822,29.45,82.79136
739.142,23.31,81.12128
739.461,36.95,85.544
739.78,33.01,81.91552
740.099,31.66,87.5024
740.419,30.91,80.30528
740.738,28.44,80.60448
741.057,24.22,84.26016
741.376,27.2,78.73312
741.695,30.88,85.47328
742.014,23.93,83.07968
742.333,28.7,83.78688
742.652,27.96,86.27296
742.97,25.56,78.89632
743.289,29.09,84.11328
743.608,31.1,86.6864
743.926,31.17,81.7904
744.245,30.57,83.41152
744.564,30.28,83.22112
744.882,28.09,82.58464
745.2,28.76,80.69696
745.519,27.14,81.72512
745.837,28.45,87.856
746.155,31.47,85.09248
746.474,26.23,85.15776
746.792,28.86,84.66272
747.11,29.45,81.75776
747.428,22.04,78.39584
747.746,30.28,83.54208
748.064,30.8,85.41888
748.382,24.56,89.0256
748.7,30.57,82.90016
749.018,31.63,83.79776
749.336,26.27,80.0224
749.653,28.54,80.7296
749.971,28.15,82.28544
750.289,29.91,82.0352
750.606,31.97,83.58016
750.924,28.15,85.9792
751.241,24.83,80.65344
751.559,27.88,81.17024
751.876,26.43,77.52544
752.193,22.17,82.07872
752.511,27.58,83.98272
752.828,33.87,86.70272
753.145,26.86,88.21504
753.462,29.31,78.56992
753.779,28.44,83.17216
754.096,26.14,82.24192
754.413,23.1,76.7856
754.73,26.65,79.8864
755.047,27.6,85.86496
755.364,26.55,76.72032
755.681,31.64,89.19424
755.997,24.46,82.58464
756.314,29.42,85.03808
756.631,26.48,76.86176
756.947,28.4,84.94016
757.264,27.04,80.47392
757.58,24.16,85.15232
757.897,26.25,85.6528
758.213,20.28,86.88768
758.529,28.77,86.29472
758.846,27.28,83.95552
759.162,24.31,84.7008
759.478,24.72,79.70688
759.794,27.1,79.94624
760.11,28.15,85.86496
760.426,25.21,83.38432
760.742,30.99,78.0368
761.058,24.05,85.1904
761.374,27.46,82.3344
761.69,25.13,83.97728
762.006,27.11,79.76128
762.321,29.97,76.54624
762.637,28.93,86.26752
762.953,27,88.82432
763.268,29.91,89.84704
763.584,27.05,87.32288
763.899,27.42,89.92864
764.214,28.38,87.6928
764.53,27.2,85.53856
764.845,25.33,88.10624
765.16,31.4,84.06432
765.476,25.35,83.31904
765.791,29.02,79.73408
766.106,28.81,78.18912
766.421,30.06,84.90752
766.736,28.34,81.32256
767.051,28.56,82.43232
767.366,29.35,87.6112
767.681,21.18,76.57344
767.995,25.27,82.35072
768.31,29.9,82.18752
768.625,24.53,81.69792
768.939,27.57,80.104
769.254,30.93,85.69632
769.568,31.63,86.88224
769.883,21.37,80.69696
770.197,21.88,84.3472
770.512,22.92,88.47072
770.826,24.35,84.73344
771.14,24.36,77.83008
771.455,30.22,82.82944
771.769,25.74,90.5216
772.083,25.5,81.33344
772.397,25.36,93.12192
772.711,26.16,80.69696
773.025,25.16,83.46592
773.339,24.58,83.60192
773.653,20.39,92.98048
773.967,21.39,86.87136
774.28,20.45,79.30432
774.594,25.12,86.94208
774.908,22.7,86.76256
775.221,28.58,84.54304
775.535,35.86,84.84768
775.848,27.63,86.92032
776.162,33.01,85.41344
776.475,21.87,81.86656
776.789,21.27,78.37952
777.102,28.2,80.41408
777.415,35.79,87.31744
777.728,16.49,83.82496
778.042,19.81,91.528
778.355,23.27,81.77952
778.668,23.38,91.75648
778.981,19.96,86.68096
779.294,18.5,79.67968
779.607,19.69,78.92896
779.919,26.07,76.63328
780.232,17.84,81.15936
780.545,23.31,79.2064
780.858,19.88,79.61984
781.17,27.7,77.61248
781.483,23.29,87.0128
781.795,32.44,79.42944
782.108,21,82.3616
782.42,22.87,81.64352
782.733,26.31,92.15904
783.045,30.58,90.44
783.357,18.73,83.11776
783.669,26.88,90.9296
783.982,24.3,88.82976
784.294,14.38,83.24832
784.606,19.1,82.07328
784.918,28.4,76.84544
785.23,24.34,86.78976
785.542,21.39,89.8416
785.854,25.17,83.48224
786.165,26.22,90.0592
786.477,24.01,93.84
786.789,12.9,86.72992
787.101,26.81,77.29696
787.412,28.87,87.67648
787.724,25.48,84.33632
788.035,28.9,91.72384
788.347,15.63,86.94752
788.658,19.97,87.67104
788.969,21.8,80.53376
789.281,19.27,88.264
789.592,29.78,91.19072
789.903,21.69,82.80768
790.214,18.74,88.06272
790.525,23.9,88.76992
790.836,23.18,93.58432
791.147,15.07,84.91296
791.458,21,83.92832
791.769,16.62,85.72352
792.08,19.47,94.00864
792.391,13.61,84.54848
792.701,23.62,82.95456
793.012,30.85,81.58912
793.323,23.99,83.92288
793.633,26.65,87.37728
793.944,22.64,88.05728
794.254,31.51,94.9824
794.565,21.53,87.54592
794.875,22.31,86.08256
795.185,31.91,91.38656
795.496,20.46,89.12352
795.806,21.89,78.83104
796.116,31.36,93.16544
796.426,10.82,90.7936
796.736,18.66,92.14272
797.046,13.76,93.84544
797.356,18.62,79.21728
797.666,20.38,77.928
797.976,15.56,81.42048
798.285,17.48,84.24384
798.595,10.66,86.1152
798.905,18.14,77.48736
799.214,23.97,85.56576
799.524,20.59,79.60352
799.834,29,82.24192
800.143,24.58,87.89952
800.452,17.81,87.03456
800.762,15.82,88.48704
801.071,13.96,83.54208
801.38,24.28,86.18592
801.69,33.97,90.1408
801.999,26.9,87.21952
802.308,28.05,90.80992
802.617,23.92,83.19392
802.926,16.01,86.52864
803.235,22.44,92.13728
803.544,33.2,90.55968
803.853,5.72,78.31968
804.161,17.65,87.1216
804.47,20.02,89.06368
804.779,23.84,87.02912
805.087,26.73,86.62112
805.396,22.11,94.50368
805.704,14.52,89.90144
806.013,23.76,87.6656
806.321,16.67,84.60832
806.63,13.19,76.17088
806.938,17.41,80.68064
807.246,12.59,88.92768
807.554,8.19,89.43904
807.863,28.15,92.69216
808.171,10.36,82.59008
808.479,32.11,92.3712
808.787,15.49,76.55168
809.095,18.47,95.2
809.403,14.96,83.11232
809.71,14.74,98.192
810.018,15.08,96.69056
810.326,16.01,84.74432
810.634,21.89,95.42304
810.941,16.99,81.83392
811.249,29.5,84.63008
811.556,40.54,86.46336
811.864,29.5,93.41568
812.171,25.75,97.3488
812.479,27.83,82.7968
812.786,26.02,85.77248
813.093,31.19,92.64864
813.4,21.04,96.3968
813.708,12.31,92.616
814.015,15.34,94.53632
814.322,3.08,79.63616
814.629,17.73,87.27936
814.936,31.45,92.71936
815.243,-2.24,77.83552
815.549,15.14,84.9456
815.856,16.74,84.88032
816.163,-1.81,94.36768
816.47,17.88,99.9872
816.776,8.87,96.02144
817.083,11.17,85.77792
817.389,24.68,80.68608
817.696,6.15,105.95488
818.002,23.86,101.43424
818.309,18.13,87.9648
818.615,18.94,93.03488
818.921,23,86.46336
819.227,19.8,96.59264
819.533,-13.58,85.2992
819.84,3.61,97.73504
820.146,-8.43,105.09536
820.452,6.1,95.064
820.758,8.24,88.21504
821.063,9.11,87.84512
821.369,14.84,100.86304
821.675,12.02,96.59808
821.981,16.96,98.8176
822.286,17.22,99.7424
822.592,19.14,106.216
822.898,17.67,105.98208
823.203,17.53,108.03296
823.509,15.68,101.24384
823.814,18.86,95.40672
824.119,16.97,93.80192
824.425,17,83.79232
824.73,14.94,86.19136
825.035,12.68,85.46784
825.34,12.94,81.43136
825.645,20.18,74.39744
825.95,9.83,79.4512
826.255,12.31,81.33344
826.56,17.51,85.36992
826.865,10.12,88.944
827.17,8.47,88.9168
827.475,12.94,101.80416
827.779,21.07,99.62272
828.084,14.41,101.32544
828.389,11.41,92.9424
828.693,17.34,99.61184
828.998,12.9,88.28576
829.302,13.67,89.1616
829.607,3.34,86.0064
829.911,9.77,78.99424
830.215,10.65,84.66272
830.519,17.34,80.55552
830.824,16.09,82.86752
831.128,4.05,84.22752
831.432,14.38,79.0976
831.736,11.4,91.5552
832.04,15.27,87.76896
832.344,25.14,85.81056
832.647,12.97,95.51008
832.951,18.24,92.94784
833.255,18.76,89.55328
833.559,22.57,93.8944
833.862,9.76,90.51072
834.166,11.61,100.97184
834.469,18.6,102.69632
834.773,15.35,109.43648
835.076,18.46,98.17568
835.38,18.31,92.24608
835.683,11.2,96.9408
835.986,-3.64,93.53536
836.29,6.24,96.424
836.593,7.12,90.1408
836.896,-4.57,87.0944
837.199,18.42,78.97248
837.502,15.15,92.43104
837.805,-2,83.22656
838.108,9.65,74.95232
838.411,31.23,83.35712
838.713,20.21,86.01728
839.016,-19,80.7296
839.319,11.79,82.95456
839.621,26.92,87.34464
839.924,-18.03,107.94592
840.226,10.93,86.20768
840.529,-12.88,95.98336
840.831,15.41,81.90464
841.134,34.26,96.0432
841.436,6.14,95.24896
841.738,12.59,91.08736
842.04,-0.17,92.52352
842.343,29.46,75.32768
842.645,-36.06,104.4208
842.947,-8.31,79.45664
843.249,-7.68,95.99424
843.551,21.17,92.52896
843.852,10.21,89.28672
844.154,12.94,108.82176
844.456,5.2,101.52672
844.758,3.15,77.10656
845.059,22.92,84.3472
845.361,7.21,107.58688
845.662,4.68,135.04256
845.964,32.19,81.18656
846.265,7.64,116.35072
846.567,-52.6,74.8816
846.868,-15.5,74.79456
847.169,39.22,110.61696
847.471,-6.76,114.89824
847.772,22.6,88.82976
848.073,2.55,76.04032
848.374,-41.01,82.67168
848.675,7.49,118.0208
848.976,2.32,95.472
849.277,38.89,84.90208
849.578,-15.8,119.04896
849.878,-22.26,88.3728
850.179,-146.63,93.24704
850.48,24.65,115.96992
850.78,-92.7,75.09376
851.081,-0.33,98.36064
851.381,8.97,69.93664
851.682,-23.05,108.3104
851.982,-45.51,76.32864
852.283,-25.18,98.42048
852.583,33.22,76.0512
852.883,-17.52,57.15264
853.183,-23.91,98.32256
853.484,28.43,116.96544
853.784,-109.65,87.52416
854.084,26.95,97.65888
854.384,-5.1,82.05152
854.684,153.08,82.6608
854.983,-42.59,78.1728
855.283,93.48,75.30048
855.583,-36.05,75.40384
855.883,36.77,125.9088
856.182,28.01,95.064
856.482,-31.82,96.63616
856.781,-40.09,68.03264
857.081,20.05,119.45696
857.38,15.13,126.49088
857.68,14.24,94.62336
857.979,-6.31,92.0448
858.278,-46.97,69.75168
858.577,-26.55,95.67872
858.877,47.6,113.79936
859.176,25.57,138.94304
859.475,68.92,108.84352
859.774,-84.48,100.21568
860.073,-114.1,247.20448
860.372,4.97,101.03712
860.67,-17.12,113.81024
860.969,-6.44,64.5184
861.268,30.68,81.88288
861.567,5.9,62.2064
861.865,-21.13,118.6464
862.164,82.32,96.05408
862.462,23.1,83.65088
862.761,38.49,109.5344
863.059,43.89,92.73568
863.357,-121.43,83.98272
863.656,-0.32,67.47232
863.954,42.12,90.168
864.252,-5.96,64.66528
864.55,8.56,67.65184
864.848,-27.61,99.42688
865.146,11.62,103.38176
865.444,-8.67,69.77888
865.742,-4450,99.01344
866.04,-98.28,131.01152
866.338,20.67,86.75712
866.635,-59.68,111.50368
866.933,-9.2,96.79392
867.231,27.78,108.84896
867.528,-26.92,76.19808
867.826,-8.76,79.76672
868.123,48.82,71.42176
868.421,42.52,64.0288
868.718,-110.87,97.30528
869.015,-5.29,203.33088
869.312,-24.12,150.32896
869.61,-44.92,101.63552
869.907,44.41,154.12064
870.204,45.38,141.69024
870.501,544.74,118.4016
870.798,-5.75,83.53664
871.095,62.7,142.68576
871.392,5.73,100.70528
871.688,152.86,138.24672
871.985,12.86,148.63712
872.282,-73.81,109.616
872.578,54.44,195.2416
872.875,-27.14,88.3184
873.171,-377.91,119.79424
873.468,-164.55,76.63328
873.764,31.98,92.76832
874.061,-16.09,68.03808
874.357,-233.87,91.7456
874.653,-47.2,126.79008
874.949,-70.78,127.9216
875.246,11.15,179.1936
875.542,147.67,85.91392
875.838,100.65,121.56224
876.134,93.72,75.10464
876.429,-41.53,132.55104
876.725,-27.33,362.16256
877.021,240.91,70.64384
877.317,92.86,113.46752
877.613,59.43,81.25184
877.908,-47.4,96.48928
878.204,-11.64,81.55648
878.499,-89.53,91.21248
878.795,-497.37,125.0112
879.09,-27.32,105.93312
879.386,-56.45,102.41888
879.681,-60.81,90.95136
879.976,-32.01,108.83808
880.271,-117.82,111.9824
880.566,23.23,104.76896
880.862,-36.61,117.776
881.157,5.35,113.85376
881.452,-77.47,114.34336
881.746,-23.02,149.38784
882.041,-16.67,149.4912
882.336,-19.89,154.29472
882.631,-15.49,134.25376
882.926,-9.51,133.20928
883.22,-20.31,117.64
883.515,-27.76,122.6992
883.809,-42.8,101.28192
884.104,3.72,104.35008
884.398,-26.23,95.06944
884.692,17.53,96.35872
884.987,-46.86,78.65152
885.281,11.93,73.21152
885.575,-21.53,64.4096
885.869,0.72,68.816
886.163,-115.85,88.04096
886.457,-145.89,117.01984
886.751,-8.4,75.82816
887.045,-68.05,77.56896
887.339,-81.88,105.38912
887.633,-55.88,105.55776
887.927,-1.72,130.87552
888.22,-12.75,74.66944
888.514,-45.7,94.11744
888.808,50,145.78656
889.101,-30.82,121.79616
889.395,-23.68,193.58784
889.688,-405.56,97.92
889.981,42.77,96.51104
890.275,13.16,155.176
890.568,-40.83,108.8544
